CHIMALTENANGO,ZARAGOZA,Concejal IV,GANA,CESAR AUGUSTO MIRANDA GUERRA,CESAR,AUGUSTO,MIRANDA,GUERRA,
CHIMALTENANGO,ZARAGOZA,Concejal Suplente I,CCEC,HECTOR ENRIQUE PORRAS PEREZ,HECTOR,ENRIQUE,PORRAS,CHACACH,
CHIMALTENANGO,ZARAGOZA,Concejal Suplente II,P P,MANUEL AGUSTIN ROQUEL CHACACH,MANUEL,AGUSTIN,ROQUEL,CHACACH,
CHIMALTENANGO,EL TEJAR,Alcalde,UNE-GANA,GREYMAR MANOLO MENDEZ GARCIA,GREYMAR,MANOLO,MENDEZ,GARCIA,
CHIMALTENANGO,EL TEJAR,Síndico  I,UNE-GANA,JOSE MARVIN MUÑOZ CORDOVA,JOSE,MARVIN,MUÑOZ,CORDOVA,
CHIMALTENANGO,EL TEJAR,Síndico  II,UNE-GANA,EVA NICOLLE MONTE BAC,EVA,NICOLLE,MONTE,BAC,
CHIMALTENANGO,EL TEJAR,Síndico Suplente,UNE-GANA,ALFINO ROSENDO IXLA VELASQUEZ,ALFINO,ROSENDO,IXLA,VELASQUEZ,
CHIMALTENANGO,EL TEJAR,Concejal I,UNE-GANA,ALVARO LEONEL DIAZ CARRILLO,ALVARO,LEONEL,DIAZ,CARRILLO,
CHIMALTENANGO,EL TEJAR,Concejal II,UNE-GANA,BYRON ISRAEL MEJIA RAMOS,BYRON,ISRAEL,MEJIA,RAMOS,
CHIMALTENANGO,EL TEJAR,Concejal III,P P,FRANCISCO ORDOÑEZ PATZAN,FRANCISCO,,ORDOÑEZ,PATZAN,
CHIMALTENANGO,EL TEJAR,Concejal IV,LIDER,RUDY RAUL SANTIZO DE LEON,RUDY,RAUL,SANTIZO,DE LEON,
CHIMALTENANGO,EL TEJAR,Concejal Suplente I,UNE-GANA,GENARO PORON CASTILLO,GENARO,,PORON,CASTILLO,
CHIMALTENANGO,EL TEJAR,Concejal Suplente II,P P,SANTIAGO ANDRES SEQUEN,SANTIAGO,ANDRES,SEQUEN,,
